StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,A,B,C,D,E,F,G,Notes
2019-04-21 08:22:45,2019-04-21 08:22:57,IP Address,109.175.110.166,100,11,True,2019-04-21 08:22:57,R_byFfiLwO6rW8MJX,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,3,Reliability set,No,No,No,No,No,No,No,
2019-04-21 08:22:59,2019-04-21 08:23:14,IP Address,109.175.110.166,100,14,True,2019-04-21 08:23:14,R_3D8ftKMxLz8FElP,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,4,Reliability set,No,No,No,No,No,No,No,
2019-04-21 08:23:18,2019-04-21 08:23:30,IP Address,109.175.110.166,100,12,True,2019-04-21 08:23:30,R_PGkzHVmsUpLQT9D,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,5,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:23:32,2019-04-21 08:23:49,IP Address,109.175.110.166,100,16,True,2019-04-21 08:23:49,R_2bKxoyupE5qP9NU,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,6,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:23:53,2019-04-21 08:24:07,IP Address,109.175.110.166,100,14,True,2019-04-21 08:24:07,R_2fydMke5PsigO0z,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,7,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:24:09,2019-04-21 08:24:33,IP Address,109.175.110.166,100,24,True,2019-04-21 08:24:34,R_2feYPfaULkoch3v,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,8,Reliability set,No,Yes,No,No,No,Yes,Yes,might borderline
2019-04-21 08:24:35,2019-04-21 08:24:49,IP Address,109.175.110.166,100,13,True,2019-04-21 08:24:49,R_2CslE6DXwgiHPp8,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,9,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:24:51,2019-04-21 08:25:09,IP Address,109.175.110.166,100,18,True,2019-04-21 08:25:10,R_3iBVtUcVR33aFKa,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,10,Reliability set,No,No,Yes,No,No,No,No,borderline
2019-04-21 08:25:11,2019-04-21 08:25:23,IP Address,109.175.110.166,100,11,True,2019-04-21 08:25:23,R_vZYm6qKA70ZZthD,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,11,Reliability set,No,No,No,No,No,No,No,
2019-04-21 08:25:24,2019-04-21 08:25:52,IP Address,109.175.110.166,100,27,True,2019-04-21 08:25:53,R_3Hjp3GDS2kSNlOk,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,12,Reliability set,No,Yes,No,No,No,No,No,implicit conflict
2019-04-21 08:25:58,2019-04-21 08:26:12,IP Address,109.175.110.166,100,13,True,2019-04-21 08:26:12,R_2rVAQtpUZCJfpEK,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,13,Reliability set,No,No,No,No,No,Yes,No,
2019-04-21 08:26:14,2019-04-21 08:26:35,IP Address,109.175.110.166,100,20,True,2019-04-21 08:26:35,R_21bsvlJ5bJ7Eqjm,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,14,Reliability set,No,Yes,No,No,No,No,No,borderline?
2019-04-21 08:26:36,2019-04-21 08:26:50,IP Address,109.175.110.166,100,13,True,2019-04-21 08:26:50,R_XLDPB5gnMiRyL0B,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,15,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 08:26:53,2019-04-21 08:27:11,IP Address,109.175.110.166,100,18,True,2019-04-21 08:27:12,R_1gorzX9317fcrOG,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,16,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:29:05,2019-04-21 08:29:20,IP Address,109.175.110.166,100,15,True,2019-04-21 08:29:21,R_33D19GspFRU9BpE,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,17,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:29:23,2019-04-21 08:29:45,IP Address,109.175.110.166,100,22,True,2019-04-21 08:29:45,R_0ezHCA3ABMFPJyV,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,18,Reliability set,No,Yes,No,No,No,No,No,"unsure on conflict but would code yes
"
2019-04-21 08:29:47,2019-04-21 08:30:49,IP Address,109.175.110.166,100,62,True,2019-04-21 08:30:50,R_1JR88YEWT4E4gJP,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,19,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:30:53,2019-04-21 08:31:05,IP Address,109.175.110.166,100,11,True,2019-04-21 08:31:05,R_12LsoaUkHYkjEfp,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,20,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:31:08,2019-04-21 08:31:26,IP Address,109.175.110.166,100,17,True,2019-04-21 08:31:26,R_3JJzIOgr1DWiAYP,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,21,Reliability set,No,Yes,Yes,No,Yes,No,No,
2019-04-21 08:31:28,2019-04-21 08:31:43,IP Address,109.175.110.166,100,15,True,2019-04-21 08:31:43,R_Wp7m4JuhPItqINj,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,22,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:31:45,2019-04-21 08:32:21,IP Address,109.175.110.166,100,36,True,2019-04-21 08:32:21,R_1IE4shPpInqbEkc,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,23,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 08:32:25,2019-04-21 08:32:46,IP Address,109.175.110.166,100,21,True,2019-04-21 08:32:46,R_2YtSMZGLgBQJIXS,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,24,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:32:47,2019-04-21 08:33:00,IP Address,109.175.110.166,100,12,True,2019-04-21 08:33:00,R_2q9hYePb19tgSBX,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,25,Reliability set,No,No,No,No,No,No,No,
2019-04-21 08:33:02,2019-04-21 08:33:22,IP Address,109.175.110.166,100,20,True,2019-04-21 08:33:23,R_1jf8lVi8lN2kSvV,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,26,Reliability set,No,Yes,Yes,No,No,No,No,Morality borderline but would say yes
2019-04-21 08:33:29,2019-04-21 08:33:42,IP Address,109.175.110.166,100,12,True,2019-04-21 08:33:42,R_3spsYKSC1ECYRU6,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,27,Reliability set,No,No,No,No,No,No,No,
2019-04-21 08:33:44,2019-04-21 08:34:14,IP Address,109.175.110.166,100,29,True,2019-04-21 08:34:14,R_3dYpZLETUXGjaM9,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,28,Reliability set,No,No,No,No,No,No,Yes,might bc able to ignore and go around Denmark
2019-04-21 08:34:17,2019-04-21 08:34:31,IP Address,109.175.110.166,100,14,True,2019-04-21 08:34:32,R_1mxBir5FLQ9pB26,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,29,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:34:34,2019-04-21 08:34:49,IP Address,109.175.110.166,100,15,True,2019-04-21 08:34:50,R_1JEM5CmkqTfhkL5,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,30,Reliability set,No,Yes,No,Yes,No,No,No,
2019-04-21 08:34:51,2019-04-21 08:35:11,IP Address,109.175.110.166,100,19,True,2019-04-21 08:35:11,R_1Nkc4NOaHRqIvlE,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,31,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:35:12,2019-04-21 08:35:34,IP Address,109.175.110.166,100,21,True,2019-04-21 08:35:34,R_3LiOL1Jv0INLBF0,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,32,Reliability set,No,No,No,No,No,No,No,"conflict borderline, would code no"
2019-04-21 08:35:52,2019-04-21 08:36:19,Spam,109.175.110.166,100,26,True,2019-04-21 08:36:19,R_3ndDsFMkPBdit97,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,33,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:36:24,2019-04-21 08:37:04,IP Address,109.175.110.166,100,40,True,2019-04-21 08:37:05,R_1pxToN853LRDMcQ,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,34,Reliability set,No,Yes,No,Yes,No,No,No,"VICTIMHOOD BORDERLINE, NOT ""IN THE REGION"""
2019-04-21 08:37:07,2019-04-21 08:37:28,IP Address,109.175.110.166,100,20,True,2019-04-21 08:37:28,R_3NR1xRdu9IqDQNH,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,35,Reliability set,No,Yes,No,Yes,No,No,No,
2019-04-21 08:37:30,2019-04-21 08:37:49,IP Address,109.175.110.166,100,18,True,2019-04-21 08:37:49,R_1PXLrR0XPxjFuEY,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,36,Reliability set,No,Yes,Yes,No,No,No,No,
2019-04-21 08:37:54,2019-04-21 08:38:24,IP Address,109.175.110.166,100,29,True,2019-04-21 08:38:24,R_1C17iEsXqK0z5HG,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,37,Reliability set,No,Yes,No,No,No,No,No,does historical conflict count?
2019-04-21 08:38:32,2019-04-21 08:38:44,IP Address,109.175.110.166,100,11,True,2019-04-21 08:38:44,R_2dj7HvKrF2IoigE,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,38,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 08:38:45,2019-04-21 08:39:03,IP Address,109.175.110.166,100,17,True,2019-04-21 08:39:03,R_3flC6qfK3bkvey6,,,,,44.8748931884765625,15.7825927734375,anonymous,EN,DD,39,Reliability set,No,No,No,No,No,No,No,
2019-04-21 10:38:19,2019-04-21 10:43:49,IP Address,87.123.201.254,100,329,True,2019-04-21 10:43:49,R_rkjB6CLYcKcvbWx,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,0,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 10:43:51,2019-04-21 10:47:16,IP Address,87.123.201.254,100,204,True,2019-04-21 10:47:16,R_2RWdWxLEZ4iQt2Q,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,1,Reliability set,No,No,No,No,Yes,No,No,
2019-04-21 10:47:17,2019-04-21 10:57:01,IP Address,87.123.201.254,100,584,True,2019-04-21 10:57:02,R_ThLafuHlky9wcmd,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,2,Reliability set,No,No,Yes,No,No,No,No,
2019-04-21 10:57:03,2019-04-21 10:59:25,IP Address,87.123.201.254,100,141,True,2019-04-21 10:59:25,R_2sbgBzc4oIAoBpB,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,3,Reliability set,No,No,No,No,No,No,No,
2019-04-21 10:59:27,2019-04-21 11:00:39,IP Address,87.123.201.254,100,72,True,2019-04-21 11:00:39,R_27BbRIRF5Rbwj3r,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,4,Reliability set,Yes,No,Yes,No,No,No,No,
2019-04-21 11:00:49,2019-04-21 11:03:37,IP Address,87.123.201.254,100,168,True,2019-04-21 11:03:37,R_By2paPcOodBIcg1,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,5,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 11:03:39,2019-04-21 11:04:56,IP Address,87.123.201.254,100,77,True,2019-04-21 11:04:56,R_3RxwEDSWmp669Qo,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,6,Reliability set,No,No,No,No,No,No,No,
2019-04-21 11:04:57,2019-04-21 11:06:32,IP Address,87.123.201.254,100,94,True,2019-04-21 11:06:32,R_2v16iolmQiKCQGW,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,7,Reliability set,No,No,Yes,No,No,No,No,
2019-04-21 11:06:33,2019-04-21 11:12:49,IP Address,87.123.201.254,100,375,True,2019-04-21 11:12:49,R_2rkJIkwQes8k07R,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,8,Reliability set,No,Yes,No,No,No,Yes,No,
2019-04-21 11:12:51,2019-04-21 11:13:43,IP Address,87.123.201.254,100,52,True,2019-04-21 11:13:43,R_2COHZ1A7DKun6jH,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,9,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 11:13:45,2019-04-21 11:14:41,IP Address,87.123.201.254,100,55,True,2019-04-21 11:14:41,R_Wd0TRzP1B0p0nnz,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,10,Reliability set,No,No,Yes,No,No,No,No,
2019-04-21 11:14:42,2019-04-21 11:16:43,IP Address,87.123.201.254,100,121,True,2019-04-21 11:16:44,R_21BMjnNMhaeUAhH,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,11,Reliability set,No,No,No,No,No,No,No,
2019-04-21 11:16:45,2019-04-21 11:17:05,IP Address,87.123.201.254,100,20,True,2019-04-21 11:17:05,R_2qvIGyyYVav5Y5r,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,12,Reliability set,No,No,No,No,No,No,No,
2019-04-21 11:23:09,2019-04-21 11:36:15,IP Address,87.123.201.254,100,785,True,2019-04-21 11:36:15,R_20NXFPVpiGVksbu,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,13,Reliability set,No,No,No,No,No,Yes,Yes,
2019-04-21 11:36:16,2019-04-21 11:39:35,IP Address,87.123.201.254,100,198,True,2019-04-21 11:39:36,R_12bWyl92Ww2LouZ,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,14,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 11:39:37,2019-04-21 11:40:29,IP Address,87.123.201.254,100,52,True,2019-04-21 11:40:29,R_b9t9ebm2QaH9UCB,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,15,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 11:40:30,2019-04-21 11:44:15,IP Address,87.123.201.254,100,224,True,2019-04-21 11:44:15,R_2P529NiTkXO51o5,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,16,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 11:44:16,2019-04-21 11:46:17,IP Address,87.123.201.254,100,120,True,2019-04-21 11:46:17,R_3MgnQk7YlFOLUJo,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,17,Reliability set,No,No,No,No,No,No,No,
2019-04-21 11:46:18,2019-04-21 11:47:00,IP Address,87.123.201.254,100,41,True,2019-04-21 11:47:00,R_3lE7PELjhx98wqk,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,18,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 11:47:01,2019-04-21 11:49:25,IP Address,87.123.201.254,100,143,True,2019-04-21 11:49:25,R_2fvugwmJqnKyiPB,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,19,Reliability set,No,Yes,No,Yes,No,No,No,
2019-04-21 11:49:27,2019-04-21 11:53:18,IP Address,87.123.201.254,100,231,True,2019-04-21 11:53:18,R_8cx5AQRjetdnvPj,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,20,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 11:53:20,2019-04-21 11:58:16,IP Address,87.123.201.254,100,295,True,2019-04-21 11:58:16,R_11XV0WofsYdtn5s,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,21,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 11:58:17,2019-04-21 11:59:05,IP Address,87.123.201.254,100,47,True,2019-04-21 11:59:05,R_2xCWgCf2sXlOdw8,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,22,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 11:59:06,2019-04-21 12:00:27,IP Address,87.123.201.254,100,81,True,2019-04-21 12:00:28,R_1rla6sIj4FRVL3n,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,23,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 12:00:29,2019-04-21 12:01:41,IP Address,87.123.201.254,100,71,True,2019-04-21 12:01:41,R_3qm1s0zlHz4yTe4,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,24,Reliability set,No,Yes,Yes,No,No,No,Yes,
2019-04-21 12:01:42,2019-04-21 12:02:28,IP Address,87.123.201.254,100,45,True,2019-04-21 12:02:28,R_WiGVDyp8wpvftaF,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,25,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 12:02:30,2019-04-21 12:03:48,IP Address,87.123.201.254,100,77,True,2019-04-21 12:03:48,R_2q4uZEHtrgSUcDb,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,26,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 12:03:49,2019-04-21 12:04:46,IP Address,87.123.201.254,100,56,True,2019-04-21 12:04:47,R_2rTp064nFxCBl5z,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,27,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 12:04:47,2019-04-21 12:05:53,IP Address,87.123.201.254,100,65,True,2019-04-21 12:05:54,R_1S5UmajKFAmAxAB,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,28,Reliability set,No,No,No,No,No,No,Yes,
2019-04-21 12:05:55,2019-04-21 12:10:33,IP Address,87.123.201.254,100,278,True,2019-04-21 12:10:34,R_3gOg3eRI6gqJhDM,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,29,Reliability set,Yes,No,No,Yes,No,No,No,
2019-04-21 12:10:35,2019-04-21 12:11:04,IP Address,87.123.201.254,100,29,True,2019-04-21 12:11:04,R_3fp18aLFszNAqKQ,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,30,Reliability set,No,No,No,No,No,No,No,
2019-04-21 12:11:06,2019-04-21 12:12:09,IP Address,87.123.201.254,100,62,True,2019-04-21 12:12:09,R_2wHPpZJaSuIFV8L,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,31,Reliability set,Yes,No,No,No,No,No,No,
2019-04-21 12:12:11,2019-04-21 12:13:02,IP Address,87.123.201.254,100,51,True,2019-04-21 12:13:03,R_2wtx1xqEhQ4Z4KN,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,32,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 12:14:25,2019-04-21 12:16:33,IP Address,87.123.201.254,100,128,True,2019-04-21 12:16:34,R_4SdMVLFDhEXtlap,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,33,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 12:16:35,2019-04-21 12:17:12,IP Address,87.123.201.254,100,37,True,2019-04-21 12:17:12,R_2PyX2hu2eroC6z7,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,34,Reliability set,No,Yes,No,Yes,Yes,No,No,
2019-04-21 12:17:13,2019-04-21 12:18:13,IP Address,87.123.201.254,100,59,True,2019-04-21 12:18:13,R_xi31BHfbodnGC7n,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,35,Reliability set,No,Yes,No,Yes,No,No,No,
2019-04-21 12:18:14,2019-04-21 12:18:47,IP Address,87.123.201.254,100,32,True,2019-04-21 12:18:47,R_b8BtCjMxtgv2tyh,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,36,Reliability set,No,No,No,No,No,No,No,
2019-04-21 12:18:55,2019-04-21 12:19:55,IP Address,87.123.201.254,100,60,True,2019-04-21 12:19:56,R_1QmAVsLMlMuv1El,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,37,Reliability set,Yes,Yes,No,No,No,No,Yes,
2019-04-21 12:19:57,2019-04-21 12:20:18,IP Address,87.123.201.254,100,21,True,2019-04-21 12:20:19,R_Qg1SlUZkL6TxqPT,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,38,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 12:20:19,2019-04-21 12:21:14,IP Address,87.123.201.254,100,54,True,2019-04-21 12:21:14,R_1lfSuTD4YViC6j3,,,,,53.61529541015625,10.1161956787109375,anonymous,EN,MR,39,Reliability set,No,No,No,No,No,No,No,
2019-04-21 13:55:18,2019-04-21 14:02:06,IP Address,213.127.115.35,100,407,True,2019-04-21 14:02:06,R_2YlTSeRgRD3Vk9e,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,30,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 14:02:13,2019-04-21 14:05:28,IP Address,213.127.115.35,100,194,True,2019-04-21 14:05:28,R_2dEZrqi4R74h7ud,,,,,52.367706298828125,4.8551025390625,anonymous,EN,31,SD,Reliability set,Yes,Yes,No,No,No,No,No,
2019-04-21 14:05:33,2019-04-21 14:20:39,IP Address,213.127.115.35,100,905,True,2019-04-21 14:20:39,R_12xbWljiKdWnHTH,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,32,Reliability set,Yes,Yes,No,No,Yes,No,No,
2019-04-21 14:20:46,2019-04-21 14:26:43,IP Address,213.127.115.35,100,356,True,2019-04-21 14:26:43,R_1lnmKBdkbX5ZSGR,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,33,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 14:26:44,2019-04-21 14:27:20,IP Address,213.127.115.35,100,36,True,2019-04-21 14:27:21,R_3ISFnrhZUAVtCPB,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,34,Reliability set,Yes,Yes,Yes,Yes,No,No,No,
2019-04-21 14:27:22,2019-04-21 14:32:44,IP Address,213.127.115.35,100,321,True,2019-04-21 14:32:44,R_3Rx6vVOWFZcyMA8,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,35,Reliability set,No,Yes,No,No,No,No,No,
2019-04-21 14:32:45,2019-04-21 14:34:33,IP Address,213.127.115.35,100,107,True,2019-04-21 14:34:34,R_pT7WaYJueBe7imZ,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,36,Reliability set,No,No,No,No,No,No,No,
2019-04-21 14:34:37,2019-04-21 14:37:49,IP Address,213.127.115.35,100,192,True,2019-04-21 14:37:49,R_1F3t4AxARs2mTkd,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,37,Reliability set,No,Yes,No,No,No,No,Yes,
2019-04-21 14:37:52,2019-04-21 14:38:43,IP Address,213.127.115.35,100,50,True,2019-04-21 14:38:44,R_2ZZXNkltS8E4VbY,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,38,Reliability set,Yes,Yes,No,No,Yes,No,No,
2019-04-21 14:38:45,2019-04-21 14:40:48,IP Address,213.127.115.35,100,123,True,2019-04-21 14:40:49,R_3CKrIDU44fYfgKk,,,,,52.367706298828125,4.8551025390625,anonymous,EN,SD,39,Reliability set,No,No,No,No,No,No,No,
2019-04-26 04:05:33,2019-04-26 04:09:49,IP Address,92.55.92.93,100,256,True,2019-04-26 04:09:49,R_2A074BQfaIUf4KA,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,0,Machine set,No,Yes,Yes,No,No,No,No,
2019-04-26 04:09:52,2019-04-26 04:15:58,IP Address,92.55.92.93,100,365,True,2019-04-26 04:15:59,R_5hc2gjPqr603Mbf,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,1,Machine set,Yes,Yes,No,No,No,No,No,
2019-04-26 04:16:09,2019-04-26 04:18:22,IP Address,92.55.92.93,100,133,True,2019-04-26 04:18:22,R_6hwQjxV2BT0AwYp,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,2,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-04-26 04:18:26,2019-04-26 04:20:04,IP Address,92.55.92.93,100,98,True,2019-04-26 04:20:05,R_2QojFV6DBAedozB,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,3,Machine set,No,Yes,No,No,No,No,No,
2019-04-26 04:20:07,2019-04-26 04:21:09,IP Address,92.55.92.93,100,62,True,2019-04-26 04:21:09,R_12ha9pvdII0GWam,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,4,Machine set,No,No,No,No,No,No,No,
2019-04-26 04:21:11,2019-04-26 04:22:40,IP Address,92.55.92.93,100,89,True,2019-04-26 04:22:41,R_poYLsgTcIJvELn3,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,5,Machine set,Yes,No,No,No,No,No,No,
2019-04-26 04:22:43,2019-04-26 04:24:37,IP Address,92.55.92.93,100,114,True,2019-04-26 04:24:38,R_2zbtzS4UwJfh4P9,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,6,Machine set,No,Yes,No,No,No,No,No,
2019-04-26 04:24:40,2019-04-26 04:27:38,IP Address,92.55.92.93,100,177,True,2019-04-26 04:27:38,R_2TtwlK4ecVegqW3,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,7,Machine set,No,No,No,No,No,No,No,
2019-04-26 04:27:40,2019-04-26 04:28:40,IP Address,92.55.92.93,100,59,True,2019-04-26 04:28:40,R_2Ygrzm5V4YXyl98,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,8,Machine set,No,Yes,Yes,Yes,No,No,No,
2019-04-26 04:28:42,2019-04-26 04:30:03,IP Address,92.55.92.93,100,81,True,2019-04-26 04:30:03,R_3I0RsOaFya14u0Y,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,9,Machine set,Yes,No,No,No,No,No,No,
2019-04-26 04:30:06,2019-04-26 04:33:23,IP Address,92.55.92.93,100,196,True,2019-04-26 04:33:23,R_2dRutDUqfOafDaU,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,10,Machine set,No,Yes,Yes,No,No,No,No,
2019-04-26 04:33:25,2019-04-26 04:34:31,IP Address,92.55.92.93,100,66,True,2019-04-26 04:34:31,R_1gA7QEUkfzTY1kR,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,11,Machine set,Yes,Yes,No,No,No,No,No,
2019-04-26 04:34:33,2019-04-26 04:55:37,IP Address,77.29.116.99,100,1264,True,2019-04-26 04:55:38,R_NWL15aFTbemMNOx,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,12,Machine set,No,Yes,Yes,Yes,Yes,Yes,Yes,
2019-04-26 04:55:40,2019-04-26 04:57:13,IP Address,77.29.116.99,100,93,True,2019-04-26 04:57:14,R_2YeSQM69K7ZfOLt,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,13,Machine set,Yes,Yes,Yes,No,No,No,No,
2019-04-26 04:57:15,2019-04-26 05:01:32,IP Address,77.29.116.99,100,257,True,2019-04-26 05:01:33,R_3s1CmRwcWjyfp66,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,14,Machine set,No,No,Yes,No,No,No,No,
2019-04-26 05:01:35,2019-04-26 05:03:09,IP Address,77.29.116.99,100,94,True,2019-04-26 05:03:10,R_2zhH1ipl2Sr54MS,,,,,42.1322021484375,21.7144012451171875,anonymous,EN,OD,15,Machine set,No,Yes,Yes,No,No,No,No,
